case_study,scenario,units,unit_process,value,constituent,calculation_type,reference,data_reference,constituent_longform
default,baseline,kg/m3,nano_filtration,0.97,sodium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Sodium, Dissolved"
default,baseline,kg/m3,nano_filtration,0.97,sulfate,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Sulfate, Dissolved"
default,baseline,kg/m3,nano_filtration,0.97,sulfur,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Sulfur
default,baseline,kg/m3,nano_filtration,0.97,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,nano_filtration,0.99,magnesium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Magnesium, Dissolved"
default,baseline,kg/m3,nano_filtration,0.99,phosphates,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Phosphates, Dissolved"
default,baseline,kg/m3,nano_filtration,0.99,potassium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Potassium
default,baseline,%,nano_filtration,90,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,ozonation,0.294787,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,kg/m3,ozonation,0.728305,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,ozonation,0.903239,giardia_lamblia,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,baseline,kg/m3,ozonation,0.989434,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,ozonation,0.997225,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,kg/m3,ozonation,0.997225,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,ozone_aop,0.294787,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,kg/m3,ozone_aop,0.728305,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,ozone_aop,0.903239,giardia_lamblia,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,baseline,kg/m3,ozone_aop,0.989434,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,ozone_aop,0.997225,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,kg/m3,ozone_aop,0.997225,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,primary_separator,0.9,oil_and_grease,fractional_constituent_removal,nawi,Defined based on the Iron and Steel case study data.,Oil and Grease
default,baseline,kg/m3,primary_separator,0.9,oily_matter,fractional_constituent_removal,nawi,Defined based on the Iron and Steel case study data.,Oily Matter
default,baseline,kg/m3,primary_separator,0.990826,tss,fractional_constituent_removal,nawi,Defined based on the Iron and Steel case study data.,Total Suspended Solids (TSS)
default,baseline,kg/m3,screen,0.3,bod,fractional_constituent_removal,nawi,"Based on ""Microscreen Filtration"" and modified for Beef Processing case study.",Biological Oxygen Demand (BOD)
default,baseline,kg/m3,screen,0.6,tss,fractional_constituent_removal,nawi,"Based on ""Microscreen Filtration"" and modified for Beef Processing case study.",Total Suspended Solids (TSS)
default,baseline,kg/m3,sedimentation,0.990826,tss,fractional_constituent_removal,nawi,"(1) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (2) Water and Wastewater Engineering: Design Principles and Practice (Mackenzie L. Davis)",Total Suspended Solids (TSS)
default,baseline,kg/m3,settling_pond,0.990826,tss,fractional_constituent_removal,nawi,"Based on ""Sedimentation"" cost model. See references in VAR. There will be minimal water losses.",Total Suspended Solids (TSS)
default,baseline,kg/m3,tri_media_filtration,0.2,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,tri_media_filtration,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,baseline,kg/m3,tri_media_filtration,0.2,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,tri_media_filtration,0.8,nitrate,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Nitrate-N, Dissolved"
default,baseline,kg/m3,tri_media_filtration,0.95,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,fraction,tri_media_filtration,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,ultra_filtration,0.3,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,ultra_filtration,0.3,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,ultra_filtration,0.97,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,baseline,kg/m3,ultra_filtration,0.9999,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,%,ultra_filtration,75,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,baseline,kg/m3,uv_aop,0.130955,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,uv_aop,0.174607,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,uv_aop,0.965403,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,uv_aop,0.999989,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,kg/m3,uv_aop,0.999989,giardia_lamblia,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,baseline,kg/m3,uv_aop,0.999994,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,kg/m3,uv_irradiation,0.054565,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,baseline,kg/m3,uv_irradiation,0.054565,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,baseline,kg/m3,uv_irradiation,0.965403,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,baseline,kg/m3,uv_irradiation,0.999989,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,baseline,kg/m3,uv_irradiation,0.999989,giardia_lamblia,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,baseline,kg/m3,uv_irradiation,0.999994,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
default,baseline,kg/m3,walnut_shell_filter,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,Kern County case study.,Nonvolatile TOC
default,baseline,kg/m3,walnut_shell_filter,0.97,tss,fractional_constituent_removal,nawi,Kern County case study.,Total Suspended Solids (TSS)
default,baseline,%,walnut_shell_filter,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Kern County case study.,Ultraviolet Transmittance (UVT)
emwd,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
emwd,baseline,kg/m3,reverse_osmosis,0.989816,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
emwd,baseline,kg/m3,reverse_osmosis,0.989816,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
emwd,baseline,kg/m3,reverse_osmosis,0.989816,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
emwd,baseline,kg/m3,reverse_osmosis,0.989816,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
emwd,baseline,kg/m3,reverse_osmosis,0.989816,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
emwd,baseline,kg/m3,reverse_osmosis,0.989816,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
emwd,baseline,kg/m3,reverse_osmosis,0.989816,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
emwd,baseline,kg/m3,reverse_osmosis,0.989816,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
emwd,baseline,kg/m3,reverse_osmosis,0.989816,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
emwd,baseline,kg/m3,reverse_osmosis,0.989816,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
emwd,baseline,kg/m3,reverse_osmosis,0.989816,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
emwd,baseline,kg/m3,reverse_osmosis,0.989816,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
emwd,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
irwin,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
irwin,baseline,kg/m3,reverse_osmosis,0.975226,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
irwin,baseline,kg/m3,reverse_osmosis,0.975226,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
irwin,baseline,kg/m3,reverse_osmosis,0.975226,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
irwin,baseline,kg/m3,reverse_osmosis,0.975226,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
irwin,baseline,kg/m3,reverse_osmosis,0.975226,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
irwin,baseline,kg/m3,reverse_osmosis,0.975226,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
irwin,baseline,kg/m3,reverse_osmosis,0.975226,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
irwin,baseline,kg/m3,reverse_osmosis,0.975226,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
irwin,baseline,kg/m3,reverse_osmosis,0.975226,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
irwin,baseline,kg/m3,reverse_osmosis,0.975226,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
irwin,baseline,kg/m3,reverse_osmosis,0.975226,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
irwin,baseline,kg/m3,reverse_osmosis,0.975226,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
irwin,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
kbhdp,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
kbhdp,baseline,kg/m3,reverse_osmosis,0.987749,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
kbhdp,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
ocwd,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
ocwd,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
ocwd,baseline,kg/m3,reverse_osmosis,0.80137,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
san_luis,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
san_luis,baseline,kg/m3,reverse_osmosis,0.9901,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
san_luis,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
santa_barbara,baseline,kg/m3,reverse_osmosis,0.99262,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
santa_barbara,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
tampa_bay,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
tampa_bay,baseline,kg/m3,reverse_osmosis,0.991483,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
tampa_bay,baseline,kg/m3,reverse_osmosis,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
upw,baseline,kg/m3,reverse_osmosis,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids(TSS)
upw,baseline,kg/m3,reverse_osmosis,0.9752,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
upw,baseline,kg/m3,reverse_osmosis,0.9752,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
upw,baseline,kg/m3,reverse_osmosis,0.9752,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
upw,baseline,kg/m3,reverse_osmosis,0.9752,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
upw,baseline,kg/m3,reverse_osmosis,0.9752,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
